x,y,vc,dr,ep,r,a,t,se,t_x,d,s_d,cr,pa
1,13,1.185452,1.185452,1.185452,1.185452,1.185452,1.185452,1.185452,1.185452,1.185452,1.185452,1.185452,1.185452
1,14,1.214743,1.214743,1.214743,1.214743,1.214743,1.214743,1.214743,1.214743,1.214743,1.214743,1.214743,1.214743
1,15,1.18296,1.18296,1.18296,1.18296,1.18296,1.18296,1.18296,1.18296,1.18296,1.18296,1.18296,1.18296
1,16,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173,1.1173
1,17,1.063141,1.063141,1.063141,1.063141,1.063141,1.063141,1.063141,1.063141,1.063141,1.063141,1.063141,1.063141
1,18,1.055146,1.055146,1.055146,1.055146,1.055146,1.055146,1.055146,1.055146,1.055146,1.055146,1.055146,1.055146
1,19,1.125308,1.125308,1.125308,1.125308,1.125308,1.125308,1.125308,1.125308,1.125308,1.125308,1.125308,1.125308
1,20,1.325436,1.325436,1.325436,1.325436,1.325436,1.325436,1.325436,1.325436,1.325436,1.325436,1.325436,1.325436
1,21,1.567008,1.567008,1.567008,1.567008,1.567008,1.567008,1.567008,1.567008,1.567008,1.567008,1.567008,1.567008
1,22,2,2,2,2,2,2,2,2,2,2,2,2
1,23,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749
1,24,2,2,2,2,2,2,2,2,2,2,2,2
1,25,1.433273,1.433273,1.433273,1.433273,1.433273,1.433273,1.433273,1.433273,1.433273,1.433273,1.433273,1.433273
1,26,1.154346,1.154346,1.154346,1.154346,1.154346,1.154346,1.154346,1.154346,1.154346,1.154346,1.154346,1.154346
1,27,1.04354,1.04354,1.04354,1.04354,1.04354,1.04354,1.04354,1.04354,1.04354,1.04354,1.04354,1.04354
1,28,1.009235,1.009235,1.009235,1.009235,1.009235,1.009235,1.009235,1.009235,1.009235,1.009235,1.009235,1.009235
1,29,1.001412,1.001412,1.001412,1.001412,1.001412,1.001412,1.001412,1.001412,1.001412,1.001412,1.001412,1.001412
1,30,1.00015,1.00015,1.00015,1.00015,1.00015,1.00015,1.00015,1.00015,1.00015,1.00015,1.00015,1.00015
1,31,1.000011,1.000011,1.000011,1.000011,1.000011,1.000011,1.000011,1.000011,1.000011,1.000011,1.000011,1.000011
1,32,1,1,1,1,1,1,1,1,1,1,1,1
1,33,1,1,1,1,1,1,1,1,1,1,1,1
1,34,1,1,1,1,1,1,1,1,1,1,1,1
1,35,1,1,1,1,1,1,1,1,1,1,1,1
1,36,1,1,1,1,1,1,1,1,1,1,1,1
1,37,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002
1,38,1.000012,1.000012,1.000012,1.000012,1.000012,1.000012,1.000012,1.000012,1.000012,1.000012,1.000012,1.000012
1,39,1.000044,1.000044,1.000044,1.000044,1.000044,1.000044,1.000044,1.000044,1.000044,1.000044,1.000044,1.000044
2,0,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,1,1,1,1,1,1,1,1,1,1,1,1
2,3,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002
2,4,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016
2,5,1.000095,1.000095,1.000095,1.000095,1.000095,1.000095,1.000095,1.000095,1.000095,1.000095,1.000095,1.000095
2,6,1.000436,1.000436,1.000436,1.000436,1.000436,1.000436,1.000436,1.000436,1.000436,1.000436,1.000436,1.000436
2,7,1.001628,1.001628,1.001628,1.001628,1.001628,1.001628,1.001628,1.001628,1.001628,1.001628,1.001628,1.001628
2,8,1.005373,1.005373,1.005373,1.005373,1.005373,1.005373,1.005373,1.005373,1.005373,1.005373,1.005373,1.005373
2,9,1.017016,1.017016,1.017016,1.017016,1.017016,1.017016,1.017016,1.017016,1.017016,1.017016,1.017016,1.017016
2,10,1.051668,1.051668,1.051668,1.051668,1.051668,1.051668,1.051668,1.051668,1.051668,1.051668,1.051668,1.051668
2,11,1.140671,1.140671,1.140671,1.140671,1.140671,1.140671,1.140671,1.140671,1.140671,1.140671,1.140671,1.140671
2,12,1.322202,1.322202,1.322202,1.322202,1.322202,1.322202,1.322202,1.322202,1.322202,1.322202,1.322202,1.322202
2,13,1.4603,1.4603,1.4603,1.4603,1.4603,1.4603,1.4603,1.4603,1.4603,1.4603,1.4603,1.4603
2,14,1.461017,1.461017,1.461017,1.461017,1.461017,1.461017,1.461017,1.461017,1.461017,1.461017,1.461017,1.461017
2,15,1.344649,1.344649,1.344649,1.344649,1.344649,1.344649,1.344649,1.344649,1.344649,1.344649,1.344649,1.344649
2,16,1.178758,1.178758,1.178758,1.178758,1.178758,1.178758,1.178758,1.178758,1.178758,1.178758,1.178758,1.178758
2,17,1.085086,1.085086,1.085086,1.085086,1.085086,1.085086,1.085086,1.085086,1.085086,1.085086,1.085086,1.085086
2,18,1.062953,1.062953,1.062953,1.062953,1.062953,1.062953,1.062953,1.062953,1.062953,1.062953,1.062953,1.062953
2,19,1.111067,1.111067,1.111067,1.111067,1.111067,1.111067,1.111067,1.111067,1.111067,1.111067,1.111067,1.111067
2,20,1.217241,1.217241,1.217241,1.217241,1.217241,1.217241,1.217241,1.217241,1.217241,1.217241,1.217241,1.217241
2,21,1.366713,1.366713,1.366713,1.366713,1.366713,1.366713,1.366713,1.366713,1.366713,1.366713,1.366713,1.366713
2,22,1.463542,1.463542,1.463542,1.463542,1.463542,1.463542,1.463542,1.463542,1.463542,1.463542,1.463542,1.463542
2,23,1.462202,1.462202,1.462202,1.462202,1.462202,1.462202,1.462202,1.462202,1.462202,1.462202,1.462202,1.462202
2,24,1.340035,1.340035,1.340035,1.340035,1.340035,1.340035,1.340035,1.340035,1.340035,1.340035,1.340035,1.340035
2,25,1.159589,1.159589,1.159589,1.159589,1.159589,1.159589,1.159589,1.159589,1.159589,1.159589,1.159589,1.159589
2,26,1.055359,1.055359,1.055359,1.055359,1.055359,1.055359,1.055359,1.055359,1.055359,1.055359,1.055359,1.055359
2,27,1.014197,1.014197,1.014197,1.014197,1.014197,1.014197,1.014197,1.014197,1.014197,1.014197,1.014197,1.014197
2,28,1.002617,1.002617,1.002617,1.002617,1.002617,1.002617,1.002617,1.002617,1.002617,1.002617,1.002617,1.002617
2,29,1.000336,1.000336,1.000336,1.000336,1.000336,1.000336,1.000336,1.000336,1.000336,1.000336,1.000336,1.000336
2,30,1.000029,1.000029,1.000029,1.000029,1.000029,1.000029,1.000029,1.000029,1.000029,1.000029,1.000029,1.000029
2,31,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001
2,32,1,1,1,1,1,1,1,1,1,1,1,1
2,33,1,1,1,1,1,1,1,1,1,1,1,1
2,34,1,1,1,1,1,1,1,1,1,1,1,1
2,35,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001
2,36,1.000006,1.000006,1.000006,1.000006,1.000006,1.000006,1.000006,1.000006,1.000006,1.000006,1.000006,1.000006
2,37,1.000038,1.000038,1.000038,1.000038,1.000038,1.000038,1.000038,1.000038,1.000038,1.000038,1.000038,1.000038
2,38,1.000171,1.000171,1.000171,1.000171,1.000171,1.000171,1.000171,1.000171,1.000171,1.000171,1.000171,1.000171
2,39,1.000521,1.000521,1.000521,1.000521,1.000521,1.000521,1.000521,1.000521,1.000521,1.000521,1.000521,1.000521
3,0,1,1,1,1,1,1,1,1,1,1,1,1
3,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2,1.000004,1.000004,1.000004,1.000004,1.000004,1.000004,1.000004,1.000004,1.000004,1.000004,1.000004,1.000004
3,3,1.000035,1.000035,1.000035,1.000035,1.000035,1.000035,1.000035,1.000035,1.000035,1.000035,1.000035,1.000035
3,4,1.000213,1.000213,1.000213,1.000213,1.000213,1.000213,1.000213,1.000213,1.000213,1.000213,1.000213,1.000213
3,5,1.000958,1.000958,1.000958,1.000958,1.000958,1.000958,1.000958,1.000958,1.000958,1.000958,1.000958,1.000958
3,6,1.003351,1.003351,1.003351,1.003351,1.003351,1.003351,1.003351,1.003351,1.003351,1.003351,1.003351,1.003351
3,7,1.00954,1.00954,1.00954,1.00954,1.00954,1.00954,1.00954,1.00954,1.00954,1.00954,1.00954,1.00954
3,8,1.023516,1.023516,1.023516,1.023516,1.023516,1.023516,1.023516,1.023516,1.023516,1.023516,1.023516,1.023516
3,9,1.055529,1.055529,1.055529,1.055529,1.055529,1.055529,1.055529,1.055529,1.055529,1.055529,1.055529,1.055529
3,10,1.13526,1.13526,1.13526,1.13526,1.13526,1.13526,1.13526,1.13526,1.13526,1.13526,1.13526,1.13526
3,11,1.342033,1.342033,1.342033,1.342033,1.342033,1.342033,1.342033,1.342033,1.342033,1.342033,1.342033,1.342033
3,12,2,2,2,2,2,2,2,2,2,2,2,2
3,13,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749
3,14,2,2,2,2,2,2,2,2,2,2,2,2
3,15,1.45951,1.45951,1.45951,1.45951,1.45951,1.45951,1.45951,1.45951,1.45951,1.45951,1.45951,1.45951
3,16,1.208081,1.208081,1.208081,1.208081,1.208081,1.208081,1.208081,1.208081,1.208081,1.208081,1.208081,1.208081
3,17,1.086152,1.086152,1.086152,1.086152,1.086152,1.086152,1.086152,1.086152,1.086152,1.086152,1.086152,1.086152
3,18,1.050809,1.050809,1.050809,1.050809,1.050809,1.050809,1.050809,1.050809,1.050809,1.050809,1.050809,1.050809
3,19,1.070284,1.070284,1.070284,1.070284,1.070284,1.070284,1.070284,1.070284,1.070284,1.070284,1.070284,1.070284
3,20,1.12312,1.12312,1.12312,1.12312,1.12312,1.12312,1.12312,1.12312,1.12312,1.12312,1.12312,1.12312
3,21,1.180905,1.180905,1.180905,1.180905,1.180905,1.180905,1.180905,1.180905,1.180905,1.180905,1.180905,1.180905
3,22,1.207651,1.207651,1.207651,1.207651,1.207651,1.207651,1.207651,1.207651,1.207651,1.207651,1.207651,1.207651
3,23,1.181305,1.181305,1.181305,1.181305,1.181305,1.181305,1.181305,1.181305,1.181305,1.181305,1.181305,1.181305
3,24,1.113566,1.113566,1.113566,1.113566,1.113566,1.113566,1.113566,1.113566,1.113566,1.113566,1.113566,1.113566
3,25,1.04948,1.04948,1.04948,1.04948,1.04948,1.04948,1.04948,1.04948,1.04948,1.04948,1.04948,1.04948
3,26,1.015404,1.015404,1.015404,1.015404,1.015404,1.015404,1.015404,1.015404,1.015404,1.015404,1.015404,1.015404
3,27,1.003399,1.003399,1.003399,1.003399,1.003399,1.003399,1.003399,1.003399,1.003399,1.003399,1.003399,1.003399
3,28,1.00052,1.00052,1.00052,1.00052,1.00052,1.00052,1.00052,1.00052,1.00052,1.00052,1.00052,1.00052
3,29,1.000053,1.000053,1.000053,1.000053,1.000053,1.000053,1.000053,1.000053,1.000053,1.000053,1.000053,1.000053
3,30,1.000003,1.000003,1.000003,1.000003,1.000003,1.000003,1.000003,1.000003,1.000003,1.000003,1.000003,1.000003
3,31,1,1,1,1,1,1,1,1,1,1,1,1
3,32,1,1,1,1,1,1,1,1,1,1,1,1
3,33,1,1,1,1,1,1,1,1,1,1,1,1
3,34,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002,1.000002
3,35,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016
3,36,1.000098,1.000098,1.000098,1.000098,1.000098,1.000098,1.000098,1.000098,1.000098,1.000098,1.000098,1.000098
3,37,1.000459,1.000459,1.000459,1.000459,1.000459,1.000459,1.000459,1.000459,1.000459,1.000459,1.000459,1.000459
3,38,1.001633,1.001633,1.001633,1.001633,1.001633,1.001633,1.001633,1.001633,1.001633,1.001633,1.001633,1.001633
3,39,1.004263,1.004263,1.004263,1.004263,1.004263,1.004263,1.004263,1.004263,1.004263,1.004263,1.004263,1.004263
4,0,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001,1.000001
4,1,1.000008,1.000008,1.000008,1.000008,1.000008,1.000008,1.000008,1.000008,1.000008,1.000008,1.000008,1.000008
4,2,1.000065,1.000065,1.000065,1.000065,1.000065,1.000065,1.000065,1.000065,1.000065,1.000065,1.000065,1.000065
4,3,1.000402,1.000402,1.000402,1.000402,1.000402,1.000402,1.000402,1.000402,1.000402,1.000402,1.000402,1.000402
4,4,1.001869,1.001869,1.001869,1.001869,1.001869,1.001869,1.001869,1.001869,1.001869,1.001869,1.001869,1.001869
4,5,1.006609,1.006609,1.006609,1.006609,1.006609,1.006609,1.006609,1.006609,1.006609,1.006609,1.006609,1.006609
4,6,1.018336,1.018336,1.018336,1.018336,1.018336,1.018336,1.018336,1.018336,1.018336,1.018336,1.018336,1.018336
4,7,1.041463,1.041463,1.041463,1.041463,1.041463,1.041463,1.041463,1.041463,1.041463,1.041463,1.041463,1.041463
4,8,1.079497,1.079497,1.079497,1.079497,1.079497,1.079497,1.079497,1.079497,1.079497,1.079497,1.079497,1.079497
4,9,1.141751,1.141751,1.141751,1.141751,1.141751,1.141751,1.141751,1.141751,1.141751,1.141751,1.141751,1.141751
4,10,1.264356,1.264356,1.264356,1.264356,1.264356,1.264356,1.264356,1.264356,1.264356,1.264356,1.264356,1.264356
4,11,1.520935,1.520935,1.520935,1.520935,1.520935,1.520935,1.520935,1.520935,1.520935,1.520935,1.520935,1.520935
4,12,1.809984,1.809984,1.809984,1.809984,1.809984,1.809984,1.809984,1.809984,1.809984,1.809984,1.809984,1.809984
4,13,1.911645,1.911645,1.911645,1.911645,1.911645,1.911645,1.911645,1.911645,1.911645,1.911645,1.911645,1.911645
4,14,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749,1.887749
4,15,1.458115,1.458115,1.458115,1.458115,1.458115,1.458115,1.458115,1.458115,1.458115,1.458115,1.458115,1.458115
4,16,1.178797,1.178797,1.178797,1.178797,1.178797,1.178797,1.178797,1.178797,1.178797,1.178797,1.178797,1.178797
4,17,1.063394,1.063394,1.063394,1.063394,1.063394,1.063394,1.063394,1.063394,1.063394,1.063394,1.063394,1.063394
4,18,1.030102,1.030102,1.030102,1.030102,1.030102,1.030102,1.030102,1.030102,1.030102,1.030102,1.030102,1.030102
4,19,1.035558,1.035558,1.035558,1.035558,1.035558,1.035558,1.035558,1.035558,1.035558,1.035558,1.035558,1.035558
4,20,1.056621,1.056621,1.056621,1.056621,1.056621,1.056621,1.056621,1.056621,1.056621,1.056621,1.056621,1.056621
4,21,1.075773,1.075773,1.075773,1.075773,1.075773,1.075773,1.075773,1.075773,1.075773,1.075773,1.075773,1.075773
4,22,1.077914,1.077914,1.077914,1.077914,1.077914,1.077914,1.077914,1.077914,1.077914,1.077914,1.077914,1.077914
4,23,1.059131,1.059131,1.059131,1.059131,1.059131,1.059131,1.059131,1.059131,1.059131,1.059131,1.059131,1.059131
4,24,1.032019,1.032019,1.032019,1.032019,1.032019,1.032019,1.032019,1.032019,1.032019,1.032019,1.032019,1.032019
4,25,1.012141,1.012141,1.012141,1.012141,1.012141,1.012141,1.012141,1.012141,1.012141,1.012141,1.012141,1.012141
4,26,1.003209,1.003209,1.003209,1.003209,1.003209,1.003209,1.003209,1.003209,1.003209,1.003209,1.003209,1.003209
4,27,1.000582,1.000582,1.000582,1.000582,1.000582,1.000582,1.000582,1.000582,1.000582,1.000582,1.000582,1.000582
4,28,1.00007,1.00007,1.00007,1.00007,1.00007,1.00007,1.00007,1.00007,1.00007,1.00007,1.00007,1.00007
4,29,1.000005,1.000005,1.000005,1.000005,1.000005,1.000005,1.000005,1.000005,1.000005,1.000005,1.000005,1.000005
4,30,1,1,1,1,1,1,1,1,1,1,1,1
4,31,1,1,1,1,1,1,1,1,1,1,1,1
4,32,1,1,1,1,1,1,1,1,1,1,1,1
4,33,1.000004,1.000004,1.000004,1.000004,1.000004,1.000004,1.000004,1.000004,1.000004,1.000004,1.000004,1.000004
4,34,1.000034,1.000034,1.000034,1.000034,1.000034,1.000034,1.000034,1.000034,1.000034,1.000034,1.000034,1.000034
4,35,1.000215,1.000215,1.000215,1.000215,1.000215,1.000215,1.000215,1.000215,1.000215,1.000215,1.000215,1.000215
4,36,1.001007,1.001007,1.001007,1.001007,1.001007,1.001007,1.001007,1.001007,1.001007,1.001007,1.001007,1.001007
4,37,1.003695,1.003695,1.003695,1.003695,1.003695,1.003695,1.003695,1.003695,1.003695,1.003695,1.003695,1.003695
4,38,1.01083,1.01083,1.01083,1.01083,1.01083,1.01083,1.01083,1.01083,1.01083,1.01083,1.01083,1.01083
4,39,1.024766,1.024766,1.024766,1.024766,1.024766,1.024766,1.024766,1.024766,1.024766,1.024766,1.024766,1.024766
5,0,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016,1.000016
5,1,1.000113,1.000113,1.000113,1.000113,1.000113,1.000113,1.000113,1.000113,1.000113,1.000113,1.000113,1.000113
5,2,1.000654,1.000654,1.000654,1.000654,1.000654,1.000654,1.000654,1.000654,1.000654,1.000654,1.000654,1.000654
5,3,1.003081,1.003081,1.003081,1.003081,1.003081,1.003081,1.003081,1.003081,1.003081,1.003081,1.003081,1.003081
5,4,1.01138,1.01138,1.01138,1.01138,1.01138,1.01138,1.01138,1.01138,1.01138,1.01138,1.01138,1.01138
5,5,1.03272,1.03272,1.03272,1.03272,1.03272,1.03272,1.03272,1.03272,1.03272,1.03272,1.03272,1.03272
5,6,1.074497,1.074497,1.074497,1.074497,1.074497,1.074497,1.074497,1.074497,1.074497,1.074497,1.074497,1.074497
5,7,1.13992,1.13992,1.13992,1.13992,1.13992,1.13992,1.13992,1.13992,1.13992,1.13992,1.13992,1.13992
5,8,1.217612,1.217612,1.217612,1.217612,1.217612,1.217612,1.217612,1.217612,1.217612,1.217612,1.217612,1.217612
5,9,1.299657,1.299657,1.299657,1.299657,1.299657,1.299657,1.299657,1.299657,1.299657,1.299657,1.299657,1.299657
5,10,1.412682,1.412682,1.412682,1.412682,1.412682,1.412682,1.412682,1.412682,1.412682,1.412682,1.412682,1.412682
5,11,1.596258,1.596258,1.596258,1.596258,1.596258,1.596258,1.596258,1.596258,1.596258,1.596258,1.596258,1.596258
5,12,2,2,2,2,2,2,2,2,2,2,2,2
5,13,1.811489,1.811489,1.811489,1.811489,1.811489,1.811489,1.811489,1.811489,1.811489,1.811489,1.811489,1.811489
5,14,2,2,2,2,2,2,2,2,2,2,2,2
5,15,1.318166,1.318166,1.318166,1.318166,1.318166,1.318166,1.318166,1.318166,1.318166,1.318166,1.318166,1.318166
5,16,1.107669,1.107669,1.107669,1.107669,1.107669,1.107669,1.107669,1.107669,1.107669,1.107669,1.107669,1.107669
5,17,1.033366,1.033366,1.033366,1.033366,1.033366,1.033366,1.033366,1.033366,1.033366,1.033366,1.033366,1.033366
5,18,1.013567,1.013567,1.013567,1.013567,1.013567,1.013567,1.013567,1.013567,1.013567,1.013567,1.013567,1.013567
5,19,1.014594,1.014594,1.014594,1.014594,1.014594,1.014594,1.014594,1.014594,1.014594,1.014594,1.014594,1.014594
5,20,1.021487,1.021487,1.021487,1.021487,1.021487,1.021487,1.021487,1.021487,1.021487,1.021487,1.021487,1.021487
5,21,1.026,1.026,1.026,1.026,1.026,1.026,1.026,1.026,1.026,1.026,1.026,1.026
5,22,1.023499,1.023499,1.023499,1.023499,1.023499,1.023499,1.023499,1.023499,1.023499,1.023499,1.023499,1.023499
5,23,1.015324,1.015324,1.015324,1.015324,1.015324,1.015324,1.015324,1.015324,1.015324,1.015324,1.015324,1.015324
5,24,1.007036,1.007036,1.007036,1.007036,1.007036,1.007036,1.007036,1.007036,1.007036,1.007036,1.007036,1.007036
5,25,1.002232,1.002232,1.002232,1.002232,1.002232,1.002232,1.002232,1.002232,1.002232,1.002232,1.002232,1.002232
5,26,1.000481,1.000481,1.000481,1.000481,1.000481,1.000481,1.000481,1.000481,1.000481,1.000481,1.000481,1.000481
5,27,1.000068,1.000068,1.000068,1.000068,1.000068,1.000068,1.000068,1.000068,1.000068,1.000068,1.000068,1.000068
5,28,1.000006,1.000006,1.000006,1.000006,1.000006,1.000006,1.000006,1.000006,1.000006,1.000006,1.000006,1.000006
5,29,1,1,1,1,1,1,1,1,1,1,1,1
5,30,1,1,1,1,1,1,1,1,1,1,1,1
5,31,1,1,1,1,1,1,1,1,1,1,1,1
5,32,1.000005,1.000005,1.000005,1.000005,1.000005,1.000005,1.000005,1.000005,1.000005,1.000005,1.000005,1.000005
5,33,1.000057,1.000057,1.000057,1.000057,1.000057,1.000057,1.000057,1.000057,1.000057,1.000057,1.000057,1.000057
5,34,1.000387,1.000387,1.000387,1.000387,1.000387,1.000387,1.000387,1.000387,1.000387,1.000387,1.000387,1.000387
5,35,1.001886,1.001886,1.001886,1.001886,1.001886,1.001886,1.001886,1.001886,1.001886,1.001886,1.001886,1.001886
5,36,1.006989,1.006989,1.006989,1.006989,1.006989,1.006989,1.006989,1.006989,1.006989,1.006989,1.006989,1.006989
5,37,1.020791,1.020791,1.020791,1.020791,1.020791,1.020791,1.020791,1.020791,1.020791,1.020791,1.020791,1.020791
5,38,1.051536,1.051536,1.051536,1.051536,1.051536,1.051536,1.051536,1.051536,1.051536,1.051536,1.051536,1.051536
5,39,1.106071,1.106071,1.106071,1.106071,1.106071,1.106071,1.106071,1.106071,1.106071,1.106071,1.106071,1.106071
6,0,1.000202,1.000202,1.000202,1.000202,1.000202,1.000202,1.000202,1.000202,1.000202,1.000202,1.000202,1.000202
6,1,1.001022,1.001022,1.001022,1.001022,1.001022,1.001022,1.001022,1.001022,1.001022,1.001022,1.001022,1.001022
6,2,1.004438,1.004438,1.004438,1.004438,1.004438,1.004438,1.004438,1.004438,1.004438,1.004438,1.004438,1.004438
